fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,k_value,l_value,m_value,percentage_free_sulphur,n_value
5.4,0.74,0,1.2,0.041,16,46,0.99258,4.01,0.59,12.5,1,6.14,3.07,0.631,28.75,0.3805
9.9,0.44,0.46,2.2,0.091,10,41,0.99638,3.18,0.69,11.9,1,10.34,5.17,0.781,41,0.7975
7.5,0.63,0.27,2,0.083,17,91,0.99616,3.26,0.58,9.8,1,8.13,4.065,0.663,53.52941176,0.6955
9.1,0.76,0.68,1.7,0.414,18,64,0.99652,2.9,1.33,9.1,1,9.86,4.93,1.744,35.55555556,0.853
9.7,0.66,0.34,2.6,0.094,12,88,0.99796,3.26,0.66,10.1,0,10.36,5.18,0.754,73.33333333,0.895
5,0.74,0,1.2,0.041,16,46,0.99258,4.01,0.59,12.5,1,5.74,2.87,0.631,28.75,0.3805
9.1,0.34,0.42,1.8,0.058,9,18,0.99392,3.18,0.55,11.4,0,9.44,4.72,0.608,20,0.653
9.1,0.36,0.39,1.8,0.06,21,55,0.99495,3.18,0.82,11,1,9.46,4.73,0.88,26.19047619,0.648
6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,1,7.16,3.58,0.677,18.88888889,0.5965
6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,1,7.16,3.58,0.677,18.88888889,0.5965
6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,1,7.16,3.58,0.677,18.88888889,0.5965
6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,1,7.16,3.58,0.677,18.88888889,0.5965
6.5,0.52,0.11,1.8,0.073,13,38,0.9955,3.34,0.52,9.3,0,7.02,3.51,0.593,29.23076923,0.5985
7.4,0.6,0.26,2.1,0.083,17,91,0.99616,3.29,0.56,9.8,1,8,4,0.643,53.52941176,0.7235
7.4,0.6,0.26,2.1,0.083,17,91,0.99616,3.29,0.56,9.8,1,8,4,0.643,53.52941176,0.7235
7.8,0.87,0.26,3.8,0.107,31,67,0.99668,3.26,0.46,9.2,0,8.67,4.335,0.567,21.61290323,1.2455
8.4,0.39,0.1,1.7,0.075,6,25,0.99581,3.09,0.43,9.7,1,8.79,4.395,0.505,41.66666667,0.5675
9.1,0.775,0.22,2.2,0.079,12,48,0.9976,3.18,0.51,9.6,0,9.875,4.9375,0.589,40,0.7435
7.2,0.835,0,2,0.166,4,11,0.99608,3.39,0.52,10,0,8.035,4.0175,0.686,27.5,0.683
6.6,0.58,0.02,2.4,0.069,19,40,0.99387,3.38,0.66,12.6,1,7.18,3.59,0.729,21.05263158,0.7585
6,0.5,0,1.4,0.057,15,26,0.99448,3.36,0.45,9.5,0,6.5,3.25,0.507,17.33333333,0.4485
6,0.5,0,1.4,0.057,15,26,0.99448,3.36,0.45,9.5,0,6.5,3.25,0.507,17.33333333,0.4485
6,0.5,0,1.4,0.057,15,26,0.99448,3.36,0.45,9.5,0,6.5,3.25,0.507,17.33333333,0.4485
7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,1,8.01,4.005,0.624,23.84615385,0.556
7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,1,8.01,4.005,0.624,23.84615385,0.556
7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,1,8.01,4.005,0.624,23.84615385,0.556
7.6,0.54,0.02,1.7,0.085,17,31,0.99589,3.37,0.51,10.4,1,8.14,4.07,0.595,18.23529412,0.5565
7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,1,8.01,4.005,0.624,23.84615385,0.556
11.5,0.42,0.48,2.6,0.077,8,20,0.99852,3.09,0.53,11,0,11.92,5.96,0.607,25,0.9145
8.2,0.44,0.24,2.3,0.063,10,28,0.99613,3.25,0.53,10.2,1,8.64,4.32,0.593,28,0.7695
6.1,0.59,0.01,2.1,0.056,5,13,0.99472,3.52,0.56,11.4,0,6.69,3.345,0.616,26,0.66
7.2,0.655,0.03,1.8,0.078,7,12,0.99587,3.34,0.39,9.5,0,7.855,3.9275,0.468,17.14285714,0.585
7.2,0.655,0.03,1.8,0.078,7,12,0.99587,3.34,0.39,9.5,0,7.855,3.9275,0.468,17.14285714,0.585
6.9,0.57,0,2.8,0.081,21,41,0.99518,3.41,0.52,10.8,0,7.47,3.735,0.601,19.52380952,0.8805
9,0.6,0.29,2,0.069,32,73,0.99654,3.34,0.57,10,0,9.6,4.8,0.639,22.8125,0.6925
7.2,0.62,0.01,2.3,0.065,8,46,0.99332,3.32,0.51,11.8,1,7.82,3.91,0.575,57.5,0.7245
7.6,0.645,0.03,1.9,0.086,14,57,0.9969,3.37,0.46,10.3,0,8.245,4.1225,0.546,40.71428571,0.619
7.6,0.645,0.03,1.9,0.086,14,57,0.9969,3.37,0.46,10.3,0,8.245,4.1225,0.546,40.71428571,0.619
7.2,0.58,0.03,2.3,0.077,7,28,0.99568,3.35,0.52,10,0,7.78,3.89,0.597,40,0.7345
6.1,0.32,0.25,1.8,0.086,5,32,0.99464,3.36,0.44,10.1,0,6.42,3.21,0.526,64,0.633
6.1,0.34,0.25,1.8,0.084,4,28,0.99464,3.36,0.44,10.1,0,6.44,3.22,0.524,70,0.632
7.3,0.43,0.24,2.5,0.078,27,67,0.99648,3.6,0.59,11.1,1,7.73,3.865,0.668,24.81481481,0.837
7.4,0.64,0.17,5.4,0.168,52,98,0.99736,3.28,0.5,9.5,0,8.04,4.02,0.668,18.84615385,1.738
11.6,0.475,0.4,1.4,0.091,6,28,0.99704,3.07,0.65,10.03333333,1,12.075,6.0375,0.741,46.66666667,0.5455
9.2,0.54,0.31,2.3,0.112,11,38,0.99699,3.24,0.56,10.9,0,9.74,4.87,0.672,34.54545455,0.808
8.3,0.85,0.14,2.5,0.093,13,54,0.99724,3.36,0.54,10.1,0,9.15,4.575,0.633,41.53846154,0.8245
11.6,0.475,0.4,1.4,0.091,6,28,0.99704,3.07,0.65,10.03333333,1,12.075,6.0375,0.741,46.66666667,0.5455
8,0.83,0.27,2,0.08,11,63,0.99652,3.29,0.48,9.8,0,8.83,4.415,0.56,57.27272727,0.694
7.2,0.605,0.02,1.9,0.096,10,31,0.995,3.46,0.53,11.8,1,7.805,3.9025,0.626,31,0.622
7.8,0.5,0.09,2.2,0.115,10,42,0.9971,3.18,0.62,9.5,0,8.3,4.15,0.735,42,0.7355
7.3,0.74,0.08,1.7,0.094,10,45,0.99576,3.24,0.5,9.8,0,8.04,4.02,0.594,45,0.573
6.9,0.54,0.3,2.2,0.088,9,105,0.99725,3.25,1.18,10.5,1,7.44,3.72,1.268,116.6666667,0.764
8,0.77,0.32,2.1,0.079,16,74,0.99656,3.27,0.5,9.8,1,8.77,4.385,0.579,46.25,0.7335
6.6,0.61,0,1.6,0.069,4,8,0.99396,3.33,0.37,10.4,0,7.21,3.605,0.439,20,0.5145
8.7,0.78,0.51,1.7,0.415,12,66,0.99623,3,1.17,9.2,0,9.48,4.74,1.585,55,0.8195
7.5,0.58,0.56,3.1,0.153,5,14,0.99476,3.21,1.03,11.6,1,8.08,4.04,1.183,28,1.1185
8.7,0.78,0.51,1.7,0.415,12,66,0.99623,3,1.17,9.2,0,9.48,4.74,1.585,55,0.8195
7.7,0.75,0.27,3.8,0.11,34,89,0.99664,3.24,0.45,9.3,0,8.45,4.225,0.56,26.17647059,1.249
6.8,0.815,0,1.2,0.267,16,29,0.99471,3.32,0.51,9.8,0,7.615,3.8075,0.777,18.125,0.4935
7.2,0.56,0.26,2,0.083,13,100,0.99586,3.26,0.52,9.9,0,7.76,3.88,0.603,76.92307692,0.6935
8.2,0.885,0.2,1.4,0.086,7,31,0.9946,3.11,0.46,10,0,9.085,4.5425,0.546,44.28571429,0.503
5.2,0.49,0.26,2.3,0.09,23,74,0.9953,3.71,0.62,12.2,1,5.69,2.845,0.71,32.17391304,0.787
7.2,0.45,0.15,2,0.078,10,28,0.99609,3.29,0.51,9.9,1,7.65,3.825,0.588,28,0.669
7.5,0.57,0.02,2.6,0.077,11,35,0.99557,3.36,0.62,10.8,1,8.07,4.035,0.697,31.81818182,0.8225
7.5,0.57,0.02,2.6,0.077,11,35,0.99557,3.36,0.62,10.8,1,8.07,4.035,0.697,31.81818182,0.8225
6.8,0.83,0.09,1.8,0.074,4,25,0.99534,3.38,0.45,9.6,0,7.63,3.815,0.524,62.5,0.595
8,0.6,0.22,2.1,0.08,25,105,0.99613,3.3,0.49,9.9,0,8.6,4.3,0.57,42,0.714
8,0.6,0.22,2.1,0.08,25,105,0.99613,3.3,0.49,9.9,0,8.6,4.3,0.57,42,0.714
7.1,0.755,0.15,1.8,0.107,20,84,0.99593,3.19,0.5,9.5,0,7.855,3.9275,0.607,42,0.6235
8,0.81,0.25,3.4,0.076,34,85,0.99668,3.19,0.42,9.2,0,8.81,4.405,0.496,25,1.108
7.4,0.64,0.07,1.8,0.1,8,23,0.9961,3.3,0.58,9.6,0,8.04,4.02,0.68,28.75,0.604
7.4,0.64,0.07,1.8,0.1,8,23,0.9961,3.3,0.58,9.6,0,8.04,4.02,0.68,28.75,0.604
6.6,0.64,0.31,6.1,0.083,7,49,0.99718,3.35,0.68,10.3,0,7.24,3.62,0.763,70,1.9335
6.7,0.48,0.02,2.2,0.08,36,111,0.99524,3.1,0.53,9.7,0,7.18,3.59,0.61,30.83333333,0.704
6,0.49,0,2.3,0.068,15,33,0.99292,3.58,0.59,12.5,1,6.49,3.245,0.658,22,0.724
8,0.64,0.22,2.4,0.094,5,33,0.99612,3.37,0.58,11,0,8.64,4.32,0.674,66,0.811
7.1,0.62,0.06,1.3,0.07,5,12,0.9942,3.17,0.48,9.8,0,7.72,3.86,0.55,24,0.437
8,0.52,0.25,2,0.078,19,59,0.99612,3.3,0.48,10.2,0,8.52,4.26,0.558,31.05263158,0.689
6.4,0.57,0.14,3.9,0.07,27,73,0.99669,3.32,0.48,9.2,0,6.97,3.485,0.55,27.03703704,1.233
8.6,0.685,0.1,1.6,0.092,3,12,0.99745,3.31,0.65,9.55,1,9.285,4.6425,0.742,40,0.546
8.7,0.675,0.1,1.6,0.09,4,11,0.99745,3.31,0.65,9.55,0,9.375,4.6875,0.74,27.5,0.545
7.3,0.59,0.26,2,0.08,17,104,0.99584,3.28,0.52,9.9,0,7.89,3.945,0.6,61.17647059,0.692
7,0.6,0.12,2.2,0.083,13,28,0.9966,3.52,0.62,10.2,1,7.6,3.8,0.703,21.53846154,0.7255
7.2,0.67,0,2.2,0.068,10,24,0.9956,3.42,0.72,11.1,1,7.87,3.935,0.788,24,0.694
7.9,0.69,0.21,2.1,0.08,33,141,0.9962,3.25,0.51,9.9,0,8.59,4.295,0.59,42.72727273,0.712
7.9,0.69,0.21,2.1,0.08,33,141,0.9962,3.25,0.51,9.9,0,8.59,4.295,0.59,42.72727273,0.712
7.6,0.3,0.42,2,0.052,6,24,0.9963,3.44,0.82,11.9,1,7.9,3.95,0.872,40,0.71
7.2,0.33,0.33,1.7,0.061,3,13,0.996,3.23,1.1,10,1,7.53,3.765,1.161,43.33333333,0.6065
8,0.5,0.39,2.6,0.082,12,46,0.9985,3.43,0.62,10.7,1,8.5,4.25,0.702,38.33333333,0.899
7.7,0.28,0.3,2,0.062,18,34,0.9952,3.28,0.9,11.3,1,7.98,3.99,0.962,18.88888889,0.691
8.2,0.24,0.34,5.1,0.062,8,22,0.9974,3.22,0.94,10.9,1,8.44,4.22,1.002,27.5,1.629
6,0.51,0,2.1,0.064,40,54,0.995,3.54,0.93,10.7,1,6.51,3.255,0.994,13.5,0.662
8.1,0.29,0.36,2.2,0.048,35,53,0.995,3.27,1.01,12.4,1,8.39,4.195,1.058,15.14285714,0.756
6,0.51,0,2.1,0.064,40,54,0.995,3.54,0.93,10.7,1,6.51,3.255,0.994,13.5,0.662
6.6,0.96,0,1.8,0.082,5,16,0.9936,3.5,0.44,11.9,1,7.56,3.78,0.522,32,0.581
6.4,0.47,0.4,2.4,0.071,8,19,0.9963,3.56,0.73,10.6,1,6.87,3.435,0.801,23.75,0.8355
8.2,0.24,0.34,5.1,0.062,8,22,0.9974,3.22,0.94,10.9,1,8.44,4.22,1.002,27.5,1.629
9.9,0.57,0.25,2,0.104,12,89,0.9963,3.04,0.9,10.1,0,10.47,5.235,1.004,74.16666667,0.702
10,0.32,0.59,2.2,0.077,3,15,0.9994,3.2,0.78,9.6,0,10.32,5.16,0.857,50,0.8165
6.2,0.58,0,1.6,0.065,8,18,0.9966,3.56,0.84,9.4,0,6.78,3.39,0.905,22.5,0.5125
10,0.32,0.59,2.2,0.077,3,15,0.9994,3.2,0.78,9.6,0,10.32,5.16,0.857,50,0.8165
7.3,0.34,0.33,2.5,0.064,21,37,0.9952,3.35,0.77,12.1,1,7.64,3.82,0.834,17.61904762,0.848
7.8,0.53,0.01,1.6,0.077,3,19,0.995,3.16,0.46,9.8,0,8.33,4.165,0.537,63.33333333,0.5205
7.7,0.64,0.21,2.2,0.077,32,133,0.9956,3.27,0.45,9.9,0,8.34,4.17,0.527,41.5625,0.7405
7.8,0.53,0.01,1.6,0.077,3,19,0.995,3.16,0.46,9.8,0,8.33,4.165,0.537,63.33333333,0.5205
7.5,0.4,0.18,1.6,0.079,24,58,0.9965,3.34,0.58,9.4,0,7.9,3.95,0.659,24.16666667,0.5555
7,0.54,0,2.1,0.079,39,55,0.9956,3.39,0.84,11.4,1,7.54,3.77,0.919,14.1025641,0.6695
6.4,0.53,0.09,3.9,0.123,14,31,0.9968,3.5,0.67,11,0,6.93,3.465,0.793,22.14285714,1.2495
8.3,0.26,0.37,1.4,0.076,8,23,0.9974,3.26,0.7,9.6,1,8.56,4.28,0.776,28.75,0.532
8.3,0.26,0.37,1.4,0.076,8,23,0.9974,3.26,0.7,9.6,1,8.56,4.28,0.776,28.75,0.532
7.7,0.23,0.37,1.8,0.046,23,60,0.9971,3.41,0.71,12.1,1,7.93,3.965,0.756,26.08695652,0.637
7.6,0.41,0.33,2.5,0.078,6,23,0.9957,3.3,0.58,11.2,0,8.01,4.005,0.658,38.33333333,0.855
7.8,0.64,0,1.9,0.072,27,55,0.9962,3.31,0.63,11,0,8.44,4.22,0.702,20.37037037,0.606
7.9,0.18,0.4,2.2,0.049,38,67,0.996,3.33,0.93,11.3,0,8.08,4.04,0.979,17.63157895,0.7645
7.4,0.41,0.24,1.8,0.066,18,47,0.9956,3.37,0.62,10.4,0,7.81,3.905,0.686,26.11111111,0.621
7.6,0.43,0.31,2.1,0.069,13,74,0.9958,3.26,0.54,9.9,1,8.03,4.015,0.609,56.92307692,0.7265
5.9,0.44,0,1.6,0.042,3,11,0.9944,3.48,0.85,11.7,1,6.34,3.17,0.892,36.66666667,0.501
6.1,0.4,0.16,1.8,0.069,11,25,0.9955,3.42,0.74,10.1,1,6.5,3.25,0.809,22.72727273,0.6065
10.2,0.54,0.37,15.4,0.214,55,95,1.00369,3.18,0.77,9,1,10.74,5.37,0.984,17.27272727,4.801
10.2,0.54,0.37,15.4,0.214,55,95,1.00369,3.18,0.77,9,1,10.74,5.37,0.984,17.27272727,4.801
10,0.38,0.38,1.6,0.169,27,90,0.99914,3.15,0.65,8.5,0,10.38,5.19,0.819,33.33333333,0.6405
6.8,0.915,0.29,4.8,0.07,15,39,0.99577,3.53,0.54,11.1,0,7.715,3.8575,0.61,26,1.533
7,0.59,0,1.7,0.052,3,8,0.996,3.41,0.47,10.3,0,7.59,3.795,0.522,26.66666667,0.536
7.3,0.67,0.02,2.2,0.072,31,92,0.99566,3.32,0.68,11.06666667,1,7.97,3.985,0.752,29.67741935,0.7
7.2,0.37,0.32,2,0.062,15,28,0.9947,3.23,0.73,11.3,1,7.57,3.785,0.792,18.66666667,0.695
7.4,0.785,0.19,5.2,0.094,19,98,0.99713,3.16,0.52,9.566666667,1,8.185,4.0925,0.614,51.57894737,1.645
6.9,0.63,0.02,1.9,0.078,18,30,0.99712,3.4,0.75,9.8,0,7.53,3.765,0.828,16.66666667,0.613
6.9,0.58,0.2,1.75,0.058,8,22,0.99322,3.38,0.49,11.7,0,7.48,3.74,0.548,27.5,0.594
7.3,0.67,0.02,2.2,0.072,31,92,0.99566,3.32,0.68,11.1,1,7.97,3.985,0.752,29.67741935,0.7
7.4,0.785,0.19,5.2,0.094,19,98,0.99713,3.16,0.52,9.6,1,8.185,4.0925,0.614,51.57894737,1.645
6.9,0.63,0.02,1.9,0.078,18,30,0.99712,3.4,0.75,9.8,0,7.53,3.765,0.828,16.66666667,0.613
6.8,0.67,0,1.9,0.08,22,39,0.99701,3.4,0.74,9.7,0,7.47,3.735,0.82,17.72727273,0.61
6.9,0.58,0.01,1.9,0.08,40,54,0.99683,3.4,0.73,9.7,0,7.48,3.74,0.81,13.5,0.612
7.2,0.38,0.31,2,0.056,15,29,0.99472,3.23,0.76,11.3,1,7.58,3.79,0.816,19.33333333,0.69
7.2,0.37,0.32,2,0.062,15,28,0.9947,3.23,0.73,11.3,1,7.57,3.785,0.792,18.66666667,0.695
7.8,0.32,0.44,2.7,0.104,8,17,0.99732,3.33,0.78,11,1,8.12,4.06,0.884,21.25,0.95
6.6,0.58,0.02,2,0.062,37,53,0.99374,3.35,0.76,11.6,1,7.18,3.59,0.822,14.32432432,0.635
7.6,0.49,0.33,1.9,0.074,27,85,0.99706,3.41,0.58,9,0,8.09,4.045,0.654,31.48148148,0.673
11.7,0.45,0.63,2.2,0.073,7,23,0.99974,3.21,0.69,10.9,1,12.15,6.075,0.763,32.85714286,0.8225
6.5,0.9,0,1.6,0.052,9,17,0.99467,3.5,0.63,10.9,1,7.4,3.7,0.682,18.88888889,0.506
6,0.54,0.06,1.8,0.05,38,89,0.99236,3.3,0.5,10.55,1,6.54,3.27,0.55,23.42105263,0.577
7.6,0.49,0.33,1.9,0.074,27,85,0.99706,3.41,0.58,9,0,8.09,4.045,0.654,31.48148148,0.673
8.4,0.29,0.4,1.7,0.067,8,20,0.99603,3.39,0.6,10.5,0,8.69,4.345,0.667,25,0.6235
7.9,0.2,0.35,1.7,0.054,7,15,0.99458,3.32,0.8,11.9,1,8.1,4.05,0.854,21.42857143,0.607
6.4,0.42,0.09,2.3,0.054,34,64,0.99724,3.41,0.68,10.4,1,6.82,3.41,0.734,18.82352941,0.735
6.2,0.785,0,2.1,0.06,6,13,0.99664,3.59,0.61,10,0,6.985,3.4925,0.67,21.66666667,0.66
6.8,0.64,0.03,2.3,0.075,14,31,0.99545,3.36,0.58,10.4,1,7.44,3.72,0.655,22.14285714,0.7335
6.9,0.63,0.01,2.4,0.076,14,39,0.99522,3.34,0.53,10.8,1,7.53,3.765,0.606,27.85714286,0.76
6.8,0.59,0.1,1.7,0.063,34,53,0.9958,3.41,0.67,9.7,0,7.39,3.695,0.733,15.58823529,0.5615
6.8,0.59,0.1,1.7,0.063,34,53,0.9958,3.41,0.67,9.7,0,7.39,3.695,0.733,15.58823529,0.5615
7.3,0.48,0.32,2.1,0.062,31,54,0.99728,3.3,0.65,10,1,7.78,3.89,0.712,17.41935484,0.725
6.7,1.04,0.08,2.3,0.067,19,32,0.99648,3.52,0.57,11,0,7.74,3.87,0.637,16.84210526,0.7395
7.3,0.48,0.32,2.1,0.062,31,54,0.99728,3.3,0.65,10,1,7.78,3.89,0.712,17.41935484,0.725
7.3,0.98,0.05,2.1,0.061,20,49,0.99705,3.31,0.55,9.7,0,8.28,4.14,0.611,24.5,0.6705
10,0.69,0.11,1.4,0.084,8,24,0.99578,2.88,0.47,9.7,0,10.69,5.345,0.554,30,0.484
6.7,0.7,0.08,3.75,0.067,8,16,0.99334,3.43,0.52,12.6,0,7.4,3.7,0.587,20,1.1745
7.6,0.35,0.6,2.6,0.073,23,44,0.99656,3.38,0.79,11.1,1,7.95,3.975,0.863,19.13043478,0.9365
6.1,0.6,0.08,1.8,0.071,14,45,0.99336,3.38,0.54,11,0,6.7,3.35,0.611,32.14285714,0.5915
9.9,0.5,0.5,13.8,0.205,48,82,1.00242,3.16,0.75,8.8,0,10.4,5.2,0.955,17.08333333,4.3425
5.3,0.47,0.11,2.2,0.048,16,89,0.99182,3.54,0.88,13.56666667,1,5.77,2.885,0.928,55.625,0.706
9.9,0.5,0.5,13.8,0.205,48,82,1.00242,3.16,0.75,8.8,0,10.4,5.2,0.955,17.08333333,4.3425
5.3,0.47,0.11,2.2,0.048,16,89,0.99182,3.54,0.88,13.6,1,5.77,2.885,0.928,55.625,0.706
7.1,0.875,0.05,5.7,0.082,3,14,0.99808,3.4,0.52,10.2,0,7.975,3.9875,0.602,46.66666667,1.761
8.2,0.28,0.6,3,0.104,10,22,0.99828,3.39,0.68,10.6,0,8.48,4.24,0.784,22,1.072
5.6,0.62,0.03,1.5,0.08,6,13,0.99498,3.66,0.62,10.1,0,6.22,3.11,0.7,21.66666667,0.496
8.2,0.28,0.6,3,0.104,10,22,0.99828,3.39,0.68,10.6,0,8.48,4.24,0.784,22,1.072
7.2,0.58,0.54,2.1,0.114,3,9,0.99719,3.33,0.57,10.3,0,7.78,3.89,0.684,30,0.795
8.1,0.33,0.44,1.5,0.042,6,12,0.99542,3.35,0.61,10.7,0,8.43,4.215,0.652,20,0.559
6.8,0.91,0.06,2,0.06,4,11,0.99592,3.53,0.64,10.9,0,7.71,3.855,0.7,27.5,0.642
7,0.655,0.16,2.1,0.074,8,25,0.99606,3.37,0.55,9.7,0,7.655,3.8275,0.624,31.25,0.699
6.8,0.68,0.21,2.1,0.07,9,23,0.99546,3.38,0.6,10.3,0,7.48,3.74,0.67,25.55555556,0.707
6,0.64,0.05,1.9,0.066,9,17,0.99496,3.52,0.78,10.6,0,6.64,3.32,0.846,18.88888889,0.613
5.6,0.54,0.04,1.7,0.049,5,13,0.9942,3.72,0.58,11.4,0,6.14,3.07,0.629,26,0.5425
6.2,0.57,0.1,2.1,0.048,4,11,0.99448,3.44,0.76,10.8,1,6.77,3.385,0.808,27.5,0.674
7.1,0.22,0.49,1.8,0.039,8,18,0.99344,3.39,0.56,12.4,1,7.32,3.66,0.599,22.5,0.6575
5.6,0.54,0.04,1.7,0.049,5,13,0.9942,3.72,0.58,11.4,0,6.14,3.07,0.629,26,0.5425
6.2,0.65,0.06,1.6,0.05,6,18,0.99348,3.57,0.54,11.95,0,6.85,3.425,0.59,30,0.517
7.7,0.54,0.26,1.9,0.089,23,147,0.99636,3.26,0.59,9.7,0,8.24,4.12,0.679,63.91304348,0.6665
6.4,0.31,0.09,1.4,0.066,15,28,0.99459,3.42,0.7,10,1,6.71,3.355,0.766,18.66666667,0.471
7,0.43,0.02,1.9,0.08,15,28,0.99492,3.35,0.81,10.6,1,7.43,3.715,0.89,18.66666667,0.614
7.7,0.54,0.26,1.9,0.089,23,147,0.99636,3.26,0.59,9.7,0,8.24,4.12,0.679,63.91304348,0.6665
6.9,0.74,0.03,2.3,0.054,7,16,0.99508,3.45,0.63,11.5,1,7.64,3.82,0.684,22.85714286,0.723
6.6,0.895,0.04,2.3,0.068,7,13,0.99582,3.53,0.58,10.8,1,7.495,3.7475,0.648,18.57142857,0.732
6.9,0.74,0.03,2.3,0.054,7,16,0.99508,3.45,0.63,11.5,1,7.64,3.82,0.684,22.85714286,0.723
7.5,0.725,0.04,1.5,0.076,8,15,0.99508,3.26,0.53,9.6,0,8.225,4.1125,0.606,18.75,0.496
7.8,0.82,0.29,4.3,0.083,21,64,0.99642,3.16,0.53,9.4,0,8.62,4.31,0.613,30.47619048,1.3895
7.3,0.585,0.18,2.4,0.078,15,60,0.99638,3.31,0.54,9.8,0,7.885,3.9425,0.618,40,0.795
6.2,0.44,0.39,2.5,0.077,6,14,0.99555,3.51,0.69,11,1,6.64,3.32,0.767,23.33333333,0.8665
7.5,0.38,0.57,2.3,0.106,5,12,0.99605,3.36,0.55,11.4,1,7.88,3.94,0.656,24,0.857
6.7,0.76,0.02,1.8,0.078,6,12,0.996,3.55,0.63,9.95,0,7.46,3.73,0.708,20,0.583
6.8,0.81,0.05,2,0.07,6,14,0.99562,3.51,0.66,10.8,1,7.61,3.805,0.73,23.33333333,0.645
7.5,0.38,0.57,2.3,0.106,5,12,0.99605,3.36,0.55,11.4,1,7.88,3.94,0.656,24,0.857
7.1,0.27,0.6,2.1,0.074,17,25,0.99814,3.38,0.72,10.6,1,7.37,3.685,0.794,14.70588235,0.787
7.9,0.18,0.4,1.8,0.062,7,20,0.9941,3.28,0.7,11.1,0,8.08,4.04,0.762,28.57142857,0.651
6.4,0.36,0.21,2.2,0.047,26,48,0.99661,3.47,0.77,9.7,1,6.76,3.38,0.817,18.46153846,0.7255
7.1,0.69,0.04,2.1,0.068,19,27,0.99712,3.44,0.67,9.8,0,7.79,3.895,0.738,14.21052632,0.672
6.4,0.79,0.04,2.2,0.061,11,17,0.99588,3.53,0.65,10.4,1,7.19,3.595,0.711,15.45454545,0.6985
6.4,0.56,0.15,1.8,0.078,17,65,0.99294,3.33,0.6,10.5,1,6.96,3.48,0.678,38.23529412,0.609
6.9,0.84,0.21,4.1,0.074,16,65,0.99842,3.53,0.72,9.233333333,1,7.74,3.87,0.794,40.625,1.309
6.9,0.84,0.21,4.1,0.074,16,65,0.99842,3.53,0.72,9.25,1,7.74,3.87,0.794,40.625,1.309
6.1,0.32,0.25,2.3,0.071,23,58,0.99633,3.42,0.97,10.6,0,6.42,3.21,1.041,25.2173913,0.7755
6.5,0.53,0.06,2,0.063,29,44,0.99489,3.38,0.83,10.3,1,7.03,3.515,0.893,15.17241379,0.6435
7.4,0.47,0.46,2.2,0.114,7,20,0.99647,3.32,0.63,10.5,0,7.87,3.935,0.744,28.57142857,0.809
6.6,0.7,0.08,2.6,0.106,14,27,0.99665,3.44,0.58,10.2,0,7.3,3.65,0.686,19.28571429,0.849
6.5,0.53,0.06,2,0.063,29,44,0.99489,3.38,0.83,10.3,1,7.03,3.515,0.893,15.17241379,0.6435
6.9,0.48,0.2,1.9,0.082,9,23,0.99585,3.39,0.43,9.05,0,7.38,3.69,0.512,25.55555556,0.651
6.1,0.32,0.25,2.3,0.071,23,58,0.99633,3.42,0.97,10.6,0,6.42,3.21,1.041,25.2173913,0.7755
6.8,0.48,0.25,2,0.076,29,61,0.9953,3.34,0.6,10.4,0,7.28,3.64,0.676,21.03448276,0.688
6,0.42,0.19,2,0.075,22,47,0.99522,3.39,0.78,10,1,6.42,3.21,0.855,21.36363636,0.6755
6.7,0.48,0.08,2.1,0.064,18,34,0.99552,3.33,0.64,9.7,0,7.18,3.59,0.704,18.88888889,0.678
6.8,0.47,0.08,2.2,0.064,18,38,0.99553,3.3,0.65,9.6,1,7.27,3.635,0.714,21.11111111,0.708
7.1,0.53,0.07,1.7,0.071,15,24,0.9951,3.29,0.66,10.8,1,7.63,3.815,0.731,16,0.5595
7.9,0.29,0.49,2.2,0.096,21,59,0.99714,3.31,0.67,10.1,1,8.19,4.095,0.766,28.0952381,0.806
7.1,0.69,0.08,2.1,0.063,42,52,0.99608,3.42,0.6,10.2,1,7.79,3.895,0.663,12.38095238,0.6775
6.6,0.44,0.09,2.2,0.063,9,18,0.99444,3.42,0.69,11.3,1,7.04,3.52,0.753,20,0.7095
6.1,0.705,0.1,2.8,0.081,13,28,0.99631,3.6,0.66,10.2,0,6.805,3.4025,0.741,21.53846154,0.9005
7.2,0.53,0.13,2,0.058,18,22,0.99573,3.21,0.68,9.9,1,7.73,3.865,0.738,12.22222222,0.655
8,0.39,0.3,1.9,0.074,32,84,0.99717,3.39,0.61,9,0,8.39,4.195,0.684,26.25,0.667
6.6,0.56,0.14,2.4,0.064,13,29,0.99397,3.42,0.62,11.7,1,7.16,3.58,0.684,22.30769231,0.78
